402	ノートはしっかりと取らないといけませんか？	いいえ、人によっては取らないほうが頭に入ることもあるので取らなくても大丈夫です。	1
403	学校内でのバイトはありますか？	先生の研究の手伝いや図書館の手伝いなどがあります。	1
404	寮生活で困ったことはありますか？	最初に同じ部屋になった人に鍵を閉められ、土日を無駄にしたことがあります。	1
405	英語はできますか？	できるようになります。I am a pen!!	1
406	遠隔授業はちゃんとしていますか？	はい、もう登校したくありません。	1
407	Apple	90分授業です。先生によっては休憩を入れてくれます	0
408	部活の大会のレベルはどうですか	想像よりも高いです	1
409	高専に入る利点はありますか？	office365の利用と、学生証がぽんこつなので４，５年生でもカラオケにおいて、学割が効きます。	0
410	ホモはいますか？	いないはずです（環境科には多い傾向があります）	1
411	高専を楽しむコツは何ですか？	単位のために勉強するのをやめることです	1
412	自動販売機はありますか	F	0
413	校則はありますか？	学校に木は生えていますか	0
414	陰キャですか？	ち、違います（メガネカチャ）	1
415	友達はできますか	GPAとはなんですか？	0
416	環境都市工学科はどんな学科ですか	基礎科目では専門科目を学ぶ上で必要な理数系及びコンピュータに関する科目として応用数学、情報処理などを、共通専門科目では応用的な専門科目を学習する上で基礎となる測量学、構造力学などを学びます。都市建設系科目では都市の計画及び建設技術に関する建設管理計画、都市計画などを、環境系科目としては環境問題及び環境保全技術に関する環境工学、環境アセスメントなどを学びます	1
417	モンゴル高専は実在しますか？	他学科の人とつながりはありますか？	0
418	ロボコンは楽しいですか？	僕は好きです	1
419	pcは一年生から必要ですか？	先生はどんな人ですか？	0
420	校門の前に桜の木が沢山生えています	入寮作業は大変ですか？	0
421	プログラミングが出来るようになりますか？	自分の頑張り次第です	1
422	入試の難易度は？	難しいですが、勉強をすれば大丈夫です	1
423	高専ではどんなプログラミング言語を学べますか	部活の大会のレベルはどうですか	0
424	NTRは地雷ですか	はい、地雷です。	1
425	機械工学科はどんな学科ですか	具体的には、機能性・安全性を追求する材料・材料力学分野、エネルギーの効率的利用を追究する熱・流体力学分野、物作りの原点を志向する工作・加工分野、高精度化を追究する計測・制御分野、加えて大きく発達してきたコンピュータ技術を教育の柱に据え、ローテクからハイテクに至るまで機械工学を体系的に学べます	1
426	指導寮生は厳しいですか？	優しいお兄さんが手伝ってくれます	0
427	Apple	高専のいいところは何ですか？	0
428	専門科目は好きですか	すきです。	1
429	ありますが、見られる時間が限られています	いろいろあります。詳しくはホームページをチェック！	0
430	高専は理系じゃないと入れませんか	理系じゃなくてもある程度できれば大丈夫です	1
431	ツイッターでは、みんな生き生きしています	多人数でする自炊です。みんなで食べるご飯は美味しいです。（九割カレー）	0
432	他の高専生とは仲良くなれますか？	人によります	1
433	Friedel-Crafts反応とはどんな反応ですか	模試の結果は気にする必要はありますか？	0
434	高専に音楽の授業はありますか	ありません。校歌も知りません。	1
435	寮のトイレはついてないので冬は痔になります。	なぜマクスウェル方程式は対称でないのですか？	0
436	一番好きな駅はなんですか？	寮内スタンプラリーとはなんですか？	0
437	寮生活で一番楽しかったことは何ですか？	同部屋の友達にどっきりをしかけたことです。	1
438	divDは何ですか？	ρ	1
439	高専に入ろうと思った動機はなんでですか？	ものづくりをしたいとおもったからです。工業高校よりも高専の方が賢そうじゃん	1
440	寮でエアコンは使えますか？	高専に入ろうと思った動機はなんでですか？	0
441	彼女はできますか	修学旅行はどこに行きますか	0
442	理系ですか？	理系です	1
443	何年生まで寮に入ることができますか？	成績や家までの距離が考慮されるらしいです	1
444	お風呂は綺麗ですか	臭いです	1
445	GPAはいつ必要になりますか？	基本的には専攻科を推薦で受ける時や、卒業研究の部屋を決めるときなどに必要になります。	1
446	髪の色は制限はありますか？	村田先生です。	0
447	卒業したら学歴はどうなりますか？	短大卒と同じなります。即戦力間違いなしです。	1
448	学生会があります	毎年クラスで10名程度が留学に行きます	0
449	専攻科での就職はどうですか？	GPAとはなんですか？	0
450	通学は大変ですか？	なれるとそうでもないです。	1
451	売店に文房具はありますか	なれます	0
452	すみません、いってないのでわかりません。	理系じゃなくてもある程度できれば大丈夫です	0
453	朝体操はきついですか？	かんたんな体操をします。夜ふかしすると朝とても眠いです。	1
454	高専出身の有名人はいますか？	木更津高専のさくらまなさんや、有明高専のライバロリさんなどがいます。	1
455	推薦入学はいいですか？	人によります	1
456	難しいですが、勉強をすれば大丈夫です	建築学科はどんな学科ですか	0
457	留学にはいくらかかりますか？	150万くらいです	1
458	定期試験は大変ですか？	車で通学をすることはできますか	0
459	味噌	専門の資格は取れますか	0
460	高専の数学は難しいですか	難しいですが、先生が教えるのが上手なので大丈夫です	1
461	寮に入れる基準は何ですか？	基本、学力と部活動によるものですが素行が悪いとそもそも入れません	1
462	AEDはありますか？	入りましょう	0
463	好きなお寿司のネタは何ですか	かっぱ巻きです	1
464	単位を取るのは難しいですか？	はい、二年生は入学してよかったと心の底から思えるほど少ないです（４年の地獄）	0
465	EZ表示法やRS表示法を用いる際につける優先順位のルールです	微分方程式の解の公式は覚えたほうが良いですか？	0
466	好きな行事はなんですか？	高専に入ってよかったことは何ですか	0
467	通学は大変ですか？	寮があるので、家が遠かったら寮を利用しましょう	1
468	いいえ、毎年私立学校の文化祭に行けば現実を目の当たりにします。	アニメの話をすると興奮する人がいます	0
469	毎年クラスで10名程度が留学に行きます	５C小川くんです。	0
470	豊田高専は大きいですか？	大変です	0
471	クラス替えはありますか？	頭よさそう	0
472	今の学力で受かりますか？	落ちます。勉強しましょう	1
473	情報工学科棟の御手洗いは些か汚いです。一般学科棟のトイレは新しいです	学科学年によりますが４０人くらいです	0
474	なれるとそうでもないです。	朝に食堂に走ることです	0
475	自販機はありますか？	はい。あります	1
476	青春って何ですか？	ちょっと何言ってるかわかんない。。。	1
477	高専に入ってよかったことは何ですか	一番好きなSNSは何ですか？	0
478	部活動はありますか？	はい、豊田高専は運動部のほかにも吹奏楽部なども活発です	1
479	専門科目は難しいですか？	ちゃんと話を聞いていれば不可能レベルな科目は一切ありません。	1
480	前例はあります	企業秘密です	0
481	一番役に立った授業を教えてください	基礎解析です。まじめに受けておけば後々楽ができます。	1
